"","timesincefire","avg.org","cubeorg","Moisture","ecoregion3","cubePima","burn.name","site"
"1",44,10.15,2.16515344701575,"Xeric","shield",0,"Russell lake","F10-2"
"2",43,30.35,3.11926949805446,"Subhydric","shield",0.722816652664846,"Marion lake","F9-11"
"3",77,6.6,1.8757774553669,"Xeric","shield",0,"Unburned control","C1-32"
"4",35,16.4,2.54066818554496,"Subhydric","plains",0.499800793977795,"Mackenzie Hwy N","F4-30"
"5",44,6.3,1.84691475044783,"Xeric","shield",0,"Behchoko","F11-20"
"6",35,57.85,3.86753679717433,"Subhydric","plains",0,"Mackenzie Hwy N","F4-6"
"7",129,25,2.92401773821287,"Subhydric","plains",1.78010246296091,"Unburned control","C7-18"
"8",84,39.1,3.39410744053,"Subhydric","plains",1.82301053275127,"Unburned control","C9-5"
"9",35,18.25,2.63281871408572,"Subhydric","plains",0.630212829747184,"Mackenzie Hwy N","F4-30"
"10",44,25.05,2.92596578525027,"Subhydric","shield",1.51108198084023,"Behchoko","F11-19"
"11",44,4.1,1.60052066388316,"Xeric","shield",0,"Behchoko","F11-19"
"12",46,23.85,2.87847720422514,"Mesic","sahtu",1.88519597481216,"Norman Wells","F15-13"
"13",46,15.2,2.47712465926034,"Mesic","sahtu",1.42049949316164,"Norman Wells","F15-9"
"14",1,1.3,1.09139288306111,"Xeric","plains",0,"Northern","ZF46-45"
"15",57,18.35,2.63761875883126,"Mesic","shield",1.98772388053286,"Unburned control","C4-5"
"16",1,4,1.5874010519682,"Mesic","shield",0.549420780857168,"Wekweeti","ZF26-113"
"17",99,22.1,2.80627842839044,"Mesic","plains",1.67419821990793,"Unburned control","C9-1"
"18",34,10.8,2.21041889918423,"Mesic","plains",0.79125806278788,"Fort Smith Hwy","F6-32"
"19",153,20.5,2.73685183739921,"Mesic","plains",2.05027807847817,"Unburned control","C9-9"
"20",1,6.5,1.86625557840862,"Mesic","sahtu",1.87179646611785,"Norman Wells","F17-4"
"21",46,20.2,2.72343568156888,"Mesic","sahtu",1.30814716560598,"Norman Wells","F15-16"
"22",43,7.9,1.99163170128991,"Xeric","plains",1.25171756508189,"Rae-Edzo SW","F2-137"
"23",1,17.95,2.6183125314697,"Mesic","sahtu",1.81576385316234,"Norman Wells","F17-7"
"24",106,33.95,3.23802297718681,"Subhydric","plains",2.20048992463566,"Unburned control","C8-4"
"25",1,14.15,2.41871935519712,"Mesic","sahtu",1.515335374057,"Norman Wells","F17-4"
"26",35,32.75,3.19941395517889,"Subhydric","plains",0.888052859259752,"Mackenzie Hwy N","F4-21"
"27",34,19.35,2.68468697910363,"Subhydric","plains",1.40733435995796,"Fort Smith Hwy","F6-20"
"28",1,49,3.65930571002297,"Subhydric","plains",0,"Kakisa","SS33-27"
"29",43,5.2,1.73247821068181,"Xeric","shield",1.68421914386956,"Marion lake","F9-2"
"30",127,23.95,2.88249462354074,"Mesic","plains",2.15954339914242,"Unburned control","CG3-30"
"31",44,24.65,2.91030814354404,"Subhydric","shield",1.84161986683238,"Behchoko","F11-20"
"32",43,18.05,2.62316576320858,"Subhydric","plains",1.33506369056535,"Rae-Edzo SW","F2-4"
"33",1,3.15,1.46589720887824,"Xeric","shield",0.354729797698446,"Wekweeti","ZF26-118"
"34",75,10.65,2.20013773242382,"Xeric","plains",1.41847186762965,"Redknife river","F7-1"
"35",1,2.6,1.37506886707414,"Xeric","shield",0,"Gameti East","ZF44-51"
"36",44,15.15,2.47440553011632,"Mesic","shield",2.01018550675187,"Behchoko","F11-21"
"37",72,10.65,2.20013773242382,"Mesic","shield",1.75637089165162,"Unburned control","C2-17"
"38",34,31.55,3.15984991008544,"Mesic","plains",1.10298572187816,"Fort Smith Hwy","F6-26"
"39",1,2,1.25992104989487,"Xeric","shield",1.20311448558237,"Wekweeti","ZF26-98"
"40",73,75.8,4.23210468542968,"Subhydric","plains",1.44815521207665,"Unburned control","CG3-22"
"41",43,8.15,2.01242267876742,"Mesic","shield",1.31297748122744,"Marion lake","F9-9"
"42",44,4.1,1.60052066388316,"Xeric","shield",0,"Russell lake","F10-3"
"43",43,3.2,1.47361259945615,"Xeric","shield",0,"Marion lake","F9-3"
"44",43,2.2,1.30059144685139,"Xeric","shield",0,"Marion lake","F9-9"
"45",78,11.6,2.2637023919259,"Mesic","shield",2.56733883370028,"Unburned control","C2-3"
"46",146,13.05,2.35434536282448,"Xeric","plains",1.59998065367233,"Unburned control","CG3-2"
"47",43,15.05,2.4689492708882,"Mesic","plains",1.7333626529886,"Rae-Edzo SW","F2-10"
"48",92,27.65,3.02388343008746,"Mesic","plains",1.77761207222082,"Unburned control","CG3-2"
"49",36,7.25,1.9354383203139,"Xeric","shield",1.41568265911045,"Discovery Mine","F14-13"
"50",100,8.7,2.05671011620596,"Xeric","plains",1.27657889114075,"Unburned control","CG1-67"
"51",76,35.65,3.291191692046,"Subhydric","plains",2.24302152499292,"Unburned control","CG3-2"
"52",44,2.7,1.39247665008383,"Xeric","shield",0.590628572649927,"Behchoko","F11-10"
"53",73,36.9,3.32921714140365,"Mesic","plains",0.6222966640716,"Unburned control","CG3-22"
"54",74,13.8,2.39861030657984,"Mesic","shield",2.27155587474702,"Unburned control","CS-108"
"55",46,11.75,2.27341797188817,"Subhydric","plains",0,"Enterprise N","F3-11"
"56",44,13.5,2.3811015779523,"Mesic","plains",1.35938491920221,"Hay River","F1-38"
"57",91,23.6,2.86838428403424,"Xeric","plains",1.39635975397887,"Unburned control","CG3-10"
"58",43,7.4,1.94869516037466,"Xeric","shield",0.37411019373016,"Marion lake","F9-15"
"59",34,12.5,2.32079441680639,"Mesic","plains",1.3046233013819,"Fort Smith Hwy","F6-16"
"60",44,11.05,2.22734466467132,"Xeric","shield",1.52386496798357,"Russell lake","F10-1"
"61",46,26.85,2.99443412450723,"Subhydric","sahtu",1.46088726749461,"Norman Wells","F15-16"
"62",43,38.25,3.36933205040267,"Subhydric","plains",1.53525340863307,"Rae-Edzo SW","F2-7"
"63",108,26.15,2.96818225523547,"Subhydric","shield",2.46610035095842,"Unburned control","C5-4"
"64",1,0.9,0.96548938460563,"Xeric","plains",0,"Gameti West","ZF35-40"
"65",71,5.1,1.72130062072632,"Xeric","shield",1.66820478067762,"Unburned control","CS-3"
"66",40,8.95,2.07622466052736,"Xeric","shield",1.45275947444248,"Unburned control","C6-12"
"67",35,8.65,2.05276248631648,"Subhydric","plains",1.19821117200554,"Mackenzie Hwy N","F4-6"
"68",42,5.45,1.7598088635408,"Xeric","shield",0.507745648911476,"Discovery Mine","F12-1"
"69",44,47.85,3.630451567498,"Subhydric","plains",0,"Hay River","F1-25"
"70",44,39.8,3.41424244718796,"Subhydric","plains",0,"Hay River","F1-47"
"71",75,20.35,2.7301602414138,"Subhydric","plains",1.58454313800423,"Redknife river","F7-1"
"72",43,15.65,2.50133262285365,"Mesic","plains",1.91689193331996,"Rae-Edzo SW","F2-22"
"73",34,58.4,3.87975482916067,"Subhydric","plains",1.48644205809508,"Fort Smith Hwy","F6-16"
"74",68,76.9,4.25247836992349,"Subhydric","plains",0,"Unburned control","CG1-24"
"75",44,18.05,2.62316576320858,"Mesic","plains",2.70573173498539,"Hay River","F1-22"
"76",85,6.5,1.86625557840862,"Xeric","shield",2.01557009255697,"Unburned control","CS-26"
"77",67,25.7,2.95105774575144,"Mesic","plains",1.61160187352795,"Unburned control","CG1-157"
"78",34,56.8,3.84399468554934,"Subhydric","plains",1.23515376057119,"Fort Smith Hwy","F6-20"
"79",67,27,3,"Mesic","plains",2.16032968718774,"Unburned control","CG1-157"
"80",111,36.25,3.30955297401311,"Mesic","plains",1.97528058644534,"Unburned control","CG3-10"
"81",43,9.3,2.10294371746142,"Xeric","shield",2.67302413125591,"Marion lake","F9-2"
"82",1,1.9,1.23856232963017,"Xeric","shield",1.01026000201002,"Wekweeti","ZF26-66"
"83",44,21.05,2.76111206324283,"Subhydric","shield",1.40643704405202,"Russell lake","F10-4"
"84",68,6.95,1.90836569719823,"Mesic","shield",1.26146189730252,"Unburned control","CS-14"
"85",68,11.75,2.27341797188817,"Xeric","shield",2.04861082128123,"Unburned control","C1-8"
"86",34,8.6,2.04879961451827,"Xeric","plains",1.91960755171534,"Fort Smith Hwy","F6-1"
"87",34,39.65,3.40994779806741,"Subhydric","plains",1.79488872198074,"Fort Smith Hwy","F6-32"
"88",44,10.4,2.18278576612221,"Xeric","shield",2.01415135778936,"Behchoko","F11-10"
"89",156,29.4,3.08637796815858,"Subhydric","plains",1.86437554236123,"Unburned control","C9-9"
"90",65,16.15,2.52769212588881,"Xeric","plains",0,"Redknife river","F8-3"
"91",1,0.65,0.866239105340903,"Xeric","shield",1.43805649366063,"Gameti East","ZF44-52"
"92",42,26.75,2.99071201486044,"Subhydric","shield",1.62771814713545,"Discovery Mine","F12-15"
"93",44,12.15,2.29892829718066,"Mesic","shield",1.29429388794909,"Russell lake","F10-3"
"94",46,23.7,2.87242996539599,"Subhydric","sahtu",1.6250809986292,"Norman Wells","F15-9"
"95",60,45.55,3.57132571132329,"Subhydric","plains",1.48563581837716,"Unburned control","CG3-30"
"96",72,32.75,3.19941395517889,"Subhydric","plains",1.86237587079591,"Unburned control","C7-9"
"97",44,47.05,3.61010535216365,"Subhydric","plains",1.19165492339371,"Hay River","F1-3"
"98",73,21.65,2.78710052792667,"Subhydric","shield",1.85350565663297,"Unburned control","C3-3"
"99",44,20.6,2.7412947864932,"Subhydric","plains",0,"Hay River","F1-4"
"100",34,13.25,2.36631174558168,"Mesic","plains",1.60620939905348,"Fort Smith Hwy","F6-7"
"101",44,26.05,2.96439388831683,"Subhydric","plains",1.56633963150111,"Hay River","F1-25"
"102",44,4.95,1.70425692085874,"Xeric","shield",0,"Behchoko","F11-1"
"103",43,15.33333333,2.48434663772692,"Subhydric","shield",1.26260479072675,"Marion lake","F9-15"
"104",1,1.3,1.09139288306111,"Xeric","shield",0,"Gameti East","ZF44-36"
"105",74,30.7,3.13121430086404,"Subhydric","shield",1.70636843336835,"Unburned control","CS-96"
"106",44,38.7,3.38249363735134,"Subhydric","plains",1.36058704327942,"Hay River","F1-18"
"107",44,10.7,2.20357545322163,"Xeric","shield",1.7146884610635,"Russell lake","F10-29"
"108",43,20.9,2.75453796202665,"Xeric","plains",1.52880286137796,"Rae-Edzo SW","F2-18"
"109",46,9.45,2.11418961961947,"Xeric","plains",0.912634366952525,"Enterprise N","F3-3"
"110",65,10.7,2.20357545322163,"Mesic","shield",1.27634279180013,"Unburned control","C1-17"
"111",79,7,1.91293118277239,"Mesic","shield",0.797854046669108,"Unburned control","CS-96"
"112",67,31.55,3.15984991008544,"Xeric","plains",2.80112997589519,"Unburned control","CG1-157"
"113",34,59.5,3.90396266088985,"Subhydric","plains",1.04408551911716,"Fort Smith Hwy","F6-1"
"114",44,13.9,2.40439011279735,"Mesic","shield",2.27987773082394,"Behchoko","F11-1"
"115",42,8,2,"Xeric","shield",1.80562244363712,"Discovery Mine","F12-10"
"116",44,34.85,3.26638666673141,"Subhydric","plains",1.39413228841166,"Hay River","F1-31"
"117",43,14.5,2.43849948053666,"Mesic","shield",1.8231314614033,"Marion lake","F9-3"
"118",36,3.15,1.46589720887824,"Xeric","shield",0.616611195529782,"Discovery Mine","F14-13"
"119",1,3,1.44224957030741,"Xeric","shield",1.33428260258192,"Wekweeti","ZF26-113"
"120",42,19.15,2.67540535971321,"Mesic","shield",2.13873097986709,"Discovery Mine","F13-11"
"121",35,27.35,3.01290735009119,"Subhydric","plains",1.96169733878864,"Mackenzie Hwy N","F4-35"
"122",43,39.22222222,3.39764029519695,"Subhydric","plains",1.69391304060525,"Rae-Edzo SW","F2-137"
"123",46,5.55,1.77050705253456,"Xeric","plains",0,"Enterprise N","F3-8"
"124",43,13.1,2.35734835761373,"Mesic","shield",0,"Marion lake","F9-3"
"125",88,5.6,1.7758080034852,"Xeric","shield",0.963073019691846,"Unburned control","CS-104"
"126",99,26.3,2.97384673892841,"Xeric","plains",3.09233845600564,"Unburned control","CG3-37"
"127",46,8.05,2.00415801612692,"Xeric","plains",0,"Enterprise N","F3-13"
"128",34,31,3.14138065239139,"Subhydric","plains",2.67968189168158,"Fort Smith Hwy","F6-7"
"129",42,9,2.0800838230519,"Xeric","shield",1.75846396144498,"Discovery Mine","F12-1"
"130",46,37.8,3.35606682624419,"Mesic","plains",2.30671416980461,"Enterprise N","F3-19"
"131",46,30.25,3.11583984218488,"Subhydric","plains",2.38989945889854,"Enterprise N","F3-8"
"132",43,19.55,2.69390486079521,"Mesic","plains",1.46084032205985,"Rae-Edzo SW","F2-4"
"133",1,17.4,2.59129236893962,"Subhydric","sahtu",1.8823294458208,"Norman Wells","F17-5"
"134",1,0.8,0.928317766722556,"Xeric","shield",0.895661597933547,"Discovery Mine","ZF104-65"
"135",44,32.4,3.18797570754783,"Subhydric","plains",1.86225411246372,"Hay River","F1-4"
"136",44,23.75,2.87444853947242,"Mesic","plains",1.37295653687698,"Hay River","F1-25"
"137",42,4.35,1.63241190102949,"Xeric","shield",0.167653919554594,"Discovery Mine","F12-15"
"138",43,83.7,4.37429920748014,"Subhydric","plains",0.979586108715562,"Rae-Edzo SW","F2-6"
"139",1,3.5,1.51829448593783,"Xeric","shield",1.38677172314362,"Wekweeti","ZF26-50"
"140",1,1.4,1.1186889420814,"Xeric","plains",0,"Northern","ZF46-15"
"141",43,7.7,1.97468082221237,"Xeric","plains",0.769361490124917,"Rae-Edzo SW","F2-4"
"142",79,9.95,2.15083796432835,"Mesic","shield",0,"Unburned control","CS-108"
"143",66,47.3,3.61648815426562,"Subhydric","plains",1.47897672510122,"Unburned control","C9-1"
"144",43,14.8,2.4552020523843,"Subhydric","plains",2.04862653136085,"Rae-Edzo SW","F2-7"
"145",132,22.66666667,2.83006158306391,"Xeric","plains",3.08132907094518,"Unburned control","CG2-21"
"146",34,22.6,2.82728428812555,"Mesic","plains",1.4535333550356,"Fort Smith Hwy","F6-21"
"147",40,78.7,4.2854020936611,"Subhydric","plains",0.707372935265078,"Unburned control","CG2-5"
"148",44,53.45,3.76688680503502,"Subhydric","plains",0,"Hay River","F1-52"
"149",82,18.25,2.63281871408572,"Subhydric","shield",2.1068432698692,"Unburned control","C2-11"
"150",1,4.95,1.70425692085874,"Mesic","plains",1.6242404630303,"Central","ZF20-125"
"151",114,5.7,1.78631598770806,"Xeric","shield",1.99481057474542,"Unburned control","C5-4"
"152",42,35.75,3.29426613726393,"Subhydric","shield",1.40486198194234,"Discovery Mine","F13-5"
"153",75,11,2.22398009056932,"Mesic","shield",2.47361336550467,"Unburned control","CS-14"
"154",44,2.65,1.38382750364446,"Xeric","shield",0,"Behchoko","F11-15"
"155",1,1.45,1.13185119596295,"Xeric","plains",0,"Northern","ZF46-46"
"156",44,3.35,1.49628711352849,"Xeric","shield",0,"Russell lake","F10-20"
"157",1,5.2,1.73247821068181,"Xeric","plains",0,"Central","ZF20-8"
"158",35,26.1,2.96628928134495,"Subhydric","plains",1.08636151023232,"Mackenzie Hwy N","F4-31"
"159",1,3,1.44224957030741,"Xeric","shield",2.10125750119148,"Wekweeti","ZF26-96"
"160",35,71.6,4.15244932105471,"Subhydric","plains",0.710152425781162,"Mackenzie Hwy N","F4-17"
"161",44,23.5,2.86432715799122,"Subhydric","plains",1.91384180637393,"Hay River","F1-38"
"162",1,10.7,2.20357545322163,"Subhydric","shield",1.21549645266627,"Discovery Mine","ZF104-63"
"163",44,38.8,3.38540456274436,"Subhydric","plains",2.90937990235391,"Hay River","F1-47"
"164",34,11.8,2.27663811496251,"Xeric","plains",1.33033194382921,"Fort Smith Hwy","F6-16"
"165",83,12.65,2.33004070735121,"Mesic","plains",2.17650495992182,"Unburned control","CG2-1"
"166",44,7.9,1.99163170128991,"Xeric","shield",2.02660220121453,"Russell lake","F10-20"
"167",70,39.95,3.41852631924352,"Subhydric","plains",1.57629278669139,"Unburned control","C7-9"
"168",1,0.75,0.90856029641607,"Xeric","plains",0,"Northern","ZF46-51"
"169",34,4.1,1.60052066388316,"Xeric","plains",1.8391197542145,"Fort Smith Hwy","F6-33"
"170",43,7.6,1.96609514498312,"Xeric","plains",1.22268164647092,"Rae-Edzo SW","F2-137"
"171",75,4.8,1.6868653306035,"Xeric","plains",0,"Unburned control","CG1-87"
"172",44,47.25,3.61521339626284,"Subhydric","plains",2.18167342892929,"Hay River","F1-22"
"173",42,4.65,1.66910753466409,"Xeric","shield",1.5137375198417,"Discovery Mine","F13-11"
"174",85,5.1,1.72130062072632,"Xeric","shield",0.434116423776375,"Unburned control","CS-89"
"175",1,3.7,1.54668037377204,"Xeric","shield",1.51592420801901,"Wekweeti","ZF26-6"
"176",35,15,2.46621207433047,"Xeric","plains",2.0581418451697,"Mackenzie Hwy N","F4-20"
"177",86,5.95,1.81205894936276,"Xeric","shield",0,"Unburned control","CS-14"
"178",44,92.8,4.5274047838518,"Subhydric","plains",1.62323397935678,"Hay River","F1-12"
"179",44,16.6,2.55095440373441,"Mesic","plains",0,"Hay River","F1-4"
"180",1,1.9,1.23856232963017,"Xeric","shield",1.57987197582019,"Discovery Mine","ZF104-79"
"181",42,4.55,1.65705579634347,"Xeric","shield",0.530723409919999,"Discovery Mine","F12-10"
"182",35,7.6,1.96609514498312,"Xeric","plains",0.517378168866886,"Mackenzie Hwy N","F4-30"
"183",87,3.65,1.53968172429709,"Xeric","shield",1.04958017865052,"Unburned control","CS-3"
"184",1,2.7,1.39247665008383,"Xeric","plains",0,"Northern","ZF46-45"
"185",1,21.8,2.79352244124763,"Subhydric","shield",1.37798101121666,"Discovery Mine","ZF104-57"
"186",43,17.2,2.58132576134807,"Subhydric","shield",2.84992324282863,"Marion lake","F9-2"
"187",43,2.85,1.41779993901769,"Xeric","shield",0.705010633778207,"Marion lake","F9-11"
